"","Regions_ID","Regionsname","y_1850","y_1860","y_1870","y_1880","y_1890","y_1900","y_1910","y_1920","y_1930","y_1940","y_1950","y_1960","y_1970","y_1980","y_1990","y_2000","y_2014","Hist.-Nummer","Kanton","Bezirks-nummer","Bezirksname","Gemeindename","Datum der Aufnahme"
"431",987,"Rumisberg","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit Reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %",15370,"BE",244,"Oberaargau","Rumisberg","2010-01-01"
"432",988,"Seeberg","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit Reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %",15674,"BE",244,"Oberaargau","Seeberg","2016-01-01"
"433",989,"Thörigen","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit Reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %",15372,"BE",244,"Oberaargau","Thörigen","2010-01-01"
"434",990,"Walliswil bei Niederbipp","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit Reformiert: ≥ 80,0 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %",15373,"BE",244,"Oberaargau","Walliswil bei Niederbipp","2010-01-01"
"435",991,"Walliswil bei Wangen","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit Reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %",15374,"BE",244,"Oberaargau","Walliswil bei Wangen","2010-01-01"
"436",992,"Wangen an der Aare","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit Reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %",16652,"BE",244,"Oberaargau","Wangen an der Aare","2024-01-01"
"437",995,"Wiedlisbach","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit Reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %",15377,"BE",244,"Oberaargau","Wiedlisbach","2010-01-01"
"438",1001,"Doppleschwand","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %",15557,"LU",316,"Entlebuch","Doppleschwand","2013-01-01"
"439",1002,"Entlebuch","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %",15561,"LU",316,"Entlebuch","Entlebuch","2013-01-01"
"440",1004,"Flühli","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %",15543,"LU",316,"Entlebuch","Flühli","2013-01-01"
"441",1005,"Hasle (LU)","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %",15547,"LU",316,"Entlebuch","Hasle (LU)","2013-01-01"
"442",1007,"Romoos","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %",15582,"LU",316,"Entlebuch","Romoos","2013-01-01"
"443",1008,"Schüpfheim","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %",15585,"LU",316,"Entlebuch","Schüpfheim","2013-01-01"
"444",1009,"Werthenstein","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %",15522,"LU",316,"Entlebuch","Werthenstein","2013-01-01"
"445",1021,"Aesch (LU)","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %",15539,"LU",313,"Hochdorf","Aesch (LU)","2013-01-01"
"446",1023,"Ballwil","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %",15536,"LU",313,"Hochdorf","Ballwil","2013-01-01"
"447",1024,"Emmen","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %",15563,"LU",313,"Hochdorf","Emmen","2013-01-01"
"448",1025,"Ermensee","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %",15564,"LU",313,"Hochdorf","Ermensee","2013-01-01"
"449",1026,"Eschenbach (LU)","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %",15560,"LU",313,"Hochdorf","Eschenbach (LU)","2013-01-01"
"450",1030,"Hitzkirch","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %",16590,"LU",313,"Hochdorf","Hitzkirch","2021-01-01"
"451",1031,"Hochdorf","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %",15556,"LU",313,"Hochdorf","Hochdorf","2013-01-01"
"452",1032,"Hohenrain","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %",15597,"LU",313,"Hochdorf","Hohenrain","2013-01-01"
"453",1033,"Inwil","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %",15574,"LU",313,"Hochdorf","Inwil","2013-01-01"
"454",1037,"Rain","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %",15590,"LU",313,"Hochdorf","Rain","2013-01-01"
"455",1039,"Römerswil","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %",15592,"LU",313,"Hochdorf","Römerswil","2013-01-01"
"456",1040,"Rothenburg","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %",15579,"LU",313,"Hochdorf","Rothenburg","2013-01-01"
"457",1041,"Schongau","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %",15586,"LU",313,"Hochdorf","Schongau","2013-01-01"
"458",1051,"Adligenswil","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %",15538,"LU",312,"Luzern-Land","Adligenswil","2013-01-01"
"459",1052,"Buchrain","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %",15532,"LU",312,"Luzern-Land","Buchrain","2013-01-01"
"460",1053,"Dierikon","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %",15535,"LU",312,"Luzern-Land","Dierikon","2013-01-01"
"461",1054,"Ebikon","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %",15552,"LU",312,"Luzern-Land","Ebikon","2013-01-01"
"462",1055,"Gisikon","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %",15550,"LU",312,"Luzern-Land","Gisikon","2013-01-01"
